ADVM,"Adverum Biotechnologies, Inc.",0.1530,24.0092,10246013,66973937,NGM,12.3580,13.0570
SUMO,"Sumo Logic, Inc.",0.1528,25.7113,9556099,62540117,NMS,30.4650,25.0840
DOYU,DouYu International Holdings Limited,0.1526,17.5035,14021019,91866732,NMS,12.0430,13.8210
HCAT,"Health Catalyst, Inc.",0.1521,41.5643,5883800,38686781,NMS,45.3310,37.3200
CHEF,"The Chefs' Warehouse, Inc.",0.1518,51.5918,4731422,31167576,NMS,25.9880,18.6410
SNDL,Sundial Growers Inc.,0.1516,3.6901,66053814,435760710,NMS,0.5880,0.4260
VNDA,Vanda Pharmaceuticals Inc.,0.1515,41.1381,5920191,39087578,NMS,13.7830,11.7180
MGY,Magnolia Oil & Gas Corporation,0.1515,13.4053,18166785,119951636,NYQ,8.1820,6.4380
MGPI,"MGP Ingredients, Inc.",0.1514,121.0101,2011664,13288073,NMS,50.1970,42.2440
SPI,"SPI Energy Co., Ltd.",0.1514,216.4010,1124906,7430604,NMS,8.9650,6.1700
SSTI,"ShotSpotter, Inc.",0.1514,216.3239,1125492,7433255,NMS,42.2470,32.7790
CRON,Cronos Group Inc.,0.1512,8.5707,28362370,187614066,NMS,8.9870,6.8660
CFX,Colfax Corporation,0.1511,15.9793,15209493,100629374,NYQ,38.4340,34.1630
SWTX,"SpringWorks Therapeutics, Inc.",0.1510,69.6906,3483216,23073287,NMS,75.2000,57.5810
CIA,"Citizens, Inc.",0.1509,36.3388,6677623,44249956,NYQ,5.9700,5.9290
EVBG,"Everbridge, Inc.",0.1503,51.7790,4666320,31054862,NMS,144.6200,132.3300
WWE,"World Wrestling Entertainment, Inc.",0.1501,34.8406,6926510,46152831,NYQ,49.7860,43.9190
SAH,"Sonic Automotive, Inc.",0.1501,72.1959,3343793,22272605,NYQ,42.0900,41.5070
ACOR,"Acorda Therapeutics, Inc.",0.1499,223.0292,1080836,7209774,NMS,5.3330,4.4280
ORIC,"ORIC Pharmaceuticals, Inc.",0.1498,84.6375,2845500,18998556,NMS,34.5390,27.1470
TELL,Tellurian Inc.,0.1496,8.4270,28539889,190813430,NCM,1.8720,1.2000
AMWL,American Well Corporation,0.1485,8.8825,26880863,181028964,NYQ,29.3500,28.9000
GIII,"G-III Apparel Group, Ltd.",0.1483,37.1067,6428139,43334220,NMS,25.2030,17.1420
WISA,"Summit Wireless Technologies, Inc.",0.1483,244.5198,975558,6576114,NMS,3.5650,2.5660
JCOM,"J2 Global, Inc.",0.1481,39.6358,6009897,40569177,NMS,98.2320,78.6240
IMGN,"ImmunoGen, Inc.",0.1481,9.1100,26132538,176508618,NMS,7.1790,5.2810
PRLB,"Proto Labs, Inc.",0.1477,60.4046,3931201,26620312,NYQ,178.1880,145.2630
GPRO,"GoPro, Inc.",0.1476,14.7609,16084297,108935680,NMS,8.7530,6.4340
THO,"Thor Industries, Inc.",0.1470,30.2838,7807727,53097332,NYQ,103.0120,99.4770
TRUE,"TrueCar, Inc.",0.1470,24.4945,9649006,65646953,NMS,4.5860,4.4990
GPI,"Group 1 Automotive, Inc.",0.1467,103.1747,2286595,15585117,NYQ,136.7870,111.3820
GATX,GATX Corporation,0.1467,46.4907,5074549,34587350,NYQ,86.3820,73.3500
ATLC,Atlanticus Holdings Corporation,0.1466,323.6648,728173,4968073,NMS,24.4490,14.9760
COLL,"Collegium Pharmaceutical, Inc.",0.1466,56.9689,4137432,28225747,NMS,21.2900,19.4580
ENG,ENGlobal Corporation,0.1462,102.7231,2288558,15653643,NMS,4.6150,1.9090
ADMA,"ADMA Biologics, Inc.",0.1457,21.1379,11087126,76071472,NGM,2.1690,2.3660
KNSA,"Kiniksa Pharmaceuticals, Ltd.",0.1451,60.0047,3888023,26797738,NMS,18.8100,17.9120
MTZ,"MasTec, Inc.",0.1447,28.8053,8077829,55822720,NYQ,74.3150,54.2590
INS,Intelligent Systems Corporation,0.1446,248.3641,935955,6474328,ASE,40.1590,37.8870
BJ,"BJ's Wholesale Club Holdings, Inc.",0.1441,11.8756,19513355,135402414,NYQ,39.5450,40.8380
AR,Antero Resources Corporation,0.1437,7.0324,32866087,228655946,NYQ,6.2100,4.1350
SGMO,"Sangamo Therapeutics, Inc.",0.1435,13.7578,16768313,116878668,NMS,15.5190,11.9100
FTFT,Future FinTech Group Inc.,0.1434,71.1831,3238914,22589491,NMS,3.9840,2.6710
FNKO,"Funko, Inc.",0.1430,85.2819,2696046,18855004,NMS,11.2370,7.7710
OMEX,"Odyssey Marine Exploration, Inc.",0.1426,184.2478,1244305,8727327,NMS,6.9550,6.3340
GERN,Geron Corporation,0.1426,6.1706,37151559,260588658,NMS,1.6730,1.7940
ITRM,Iterum Therapeutics plc,0.1426,38.1972,6003302,42097077,NCM,1.2000,0.8850
TRVN,"Trevena, Inc.",0.1425,10.3388,22163080,155530375,NMS,2.2250,2.3610
ZI,ZoomInfo Technologies Inc.,0.1424,20.6202,11106737,77981394,NMS,45.4470,41.6350
BIOL,"BIOLASE, Inc.",0.1423,17.6604,12952000,91050665,NMS,0.6730,0.4080
ATHX,"Athersys, Inc.",0.1422,8.9898,25437011,178868623,NMS,1.9280,2.0450
IRTC,"iRhythm Technologies, Inc.",0.1421,56.2382,4062077,28592518,NMS,235.0020,213.6880
API,"Agora, Inc.",0.1420,49.1160,4648306,32738607,NMS,44.0430,43.5220
SOL,ReneSola Ltd,0.1419,66.9130,3408954,24031063,NYQ,17.4260,6.3910
DPW,"Ault Global Holdings, Inc.",0.1419,98.6213,2313149,16304692,ASE,4.4260,2.9240
STAR,iStar Inc.,0.1418,24.5152,9301986,65591638,NYQ,15.0000,13.1590
REGI,"Renewable Energy Group, Inc.",0.1416,41.9300,5429770,38349401,NMS,82.0040,55.4550
CGC,Canopy Growth Corporation,0.1411,7.1084,31913993,226211476,NMS,30.0500,21.8360
URGN,UroGen Pharma Ltd.,0.1409,85.7285,2642083,18756782,NMS,19.9580,21.4940
CYTK,"Cytokinetics, Incorporated",0.1405,22.8294,9898101,70435037,NMS,20.4330,20.3750
NLTX,"Neoleukin Therapeutics, Inc.",0.1405,74.5991,3028567,21555078,NMS,13.3380,12.2910
OSW,OneSpaWorld Holdings Limited,0.1401,33.2396,6779282,48375767,NCM,9.2320,7.4570
NTEC,Intec Pharma Ltd,0.1399,458.5847,490548,3506420,NCM,4.0500,5.0450
SAVE,"Spirit Airlines, Inc.",0.1396,16.5256,13581409,97303180,NYQ,25.5730,20.0300
PSN,Parsons Corporation,0.1396,69.0626,3250694,23283074,NYQ,36.7450,34.5750
LLIT,Lianluo Smart Limited,0.1395,839.8198,267065,1914685,NMS,5.1700,4.1710
EPZM,"Epizyme, Inc.",0.1394,19.4111,11551268,82838582,NMS,11.8630,12.5150
FCEL,"FuelCell Energy, Inc.",0.1388,5.5224,40423652,291173809,NMS,14.3620,5.9610
THBR,"Thunder Bridge Acquisition II, Ltd.",0.1388,1086.8053,205433,1479557,NMS,12.3400,10.6970
PPSI,"Pioneer Power Solutions, Inc.",0.1388,535.0450,417191,3005337,NCM,5.3330,3.1230
SLDB,Solid Biosciences Inc.,0.1386,108.3882,2055794,14835477,NMS,6.7470,3.8800
PD,"PagerDuty, Inc.",0.1386,23.1359,9631137,69501950,NYQ,45.4320,33.3500
AKRO,"Akero Therapeutics, Inc.",0.1384,96.6315,2303365,16640444,NMS,27.6260,30.6470
ACHV,"Achieve Life Sciences, Inc.",0.1380,503.2815,440816,3195012,NCM,9.2570,9.0620
MDP,Meredith Corporation,0.1379,45.1325,4913275,35628178,NYQ,19.9400,15.9010
LAZY,"Lazydays Holdings, Inc.",0.1378,272.5654,813194,5899467,NCM,17.0840,14.6100
KERN,Akerna Corp.,0.1377,128.5706,1722767,12506669,NMS,4.7450,4.6260
CBB,Cincinnati Bell Inc.,0.1377,32.2799,6858055,49813967,NYQ,15.2690,15.1370
BH,Biglari Holdings Inc.,0.1376,7045.8835,31411,228217,NYQ,115.0050,97.1090
FATE,"Fate Therapeutics, Inc.",0.1376,21.7821,10158089,73821538,NMS,99.6290,56.9610
YMAB,"Y-mAbs Therapeutics, Inc.",0.1370,72.9812,3019338,22032947,NMS,49.4140,43.7800
AVYA,Avaya Holdings Corp.,0.1369,19.5402,11266329,82291320,NYQ,20.7070,17.3890
AHT,"Ashford Hospitality Trust, Inc.",0.1367,114.6363,1917044,14026881,NYQ,2.8660,2.8430
HOV,"Hovnanian Enterprises, Inc.",0.1365,350.1586,626930,4592178,NYQ,36.5950,33.4490
LEVI,Levi Strauss & Co.,0.1362,23.0293,9508357,69823672,NYQ,20.9020,16.2410
SUPN,"Supernus Pharmaceuticals, Inc.",0.1357,33.7765,6461999,47606802,NMS,26.5400,22.8890
TTMI,"TTM Technologies, Inc.",0.1356,16.1836,13475393,99359478,NMS,13.8650,12.5370
IMTE,Integrated Media Technology Limited,0.1355,1243.2938,175309,1293331,NMS,4.1310,3.9860
SOLO,Electrameccanica Vehicles Corp.,0.1352,24.1452,9004388,66596581,NMS,7.3080,4.6140
NKTR,Nektar Therapeutics,0.1349,9.0505,23967838,177669263,NMS,18.1190,18.5890
EB,"Eventbrite, Inc.",0.1349,25.8893,8379031,62110208,NYQ,18.3100,13.0810
ZOM,Zomedica Corp.,0.1348,3.0853,70237782,521183529,ASE,0.5860,0.2290
XSPA,"XpresSpa Group, Inc.",0.1344,24.8276,8702361,64766342,NMS,1.4760,2.1400
FRBK,"Republic First Bancorp, Inc.",0.1342,37.1404,5810389,43294915,NMS,2.9030,2.4990
VOYA,"Voya Financial, Inc.",0.1342,12.8060,16854197,125565759,NYQ,58.0570,53.0300
LLNW,"Limelight Networks, Inc.",0.1340,13.6915,15733295,117444808,NMS,4.2720,5.1200
TRIL,Trillium Therapeutics Inc.,0.1340,21.1371,10197485,76074439,NMS,13.3450,12.7750
GNPX,"Genprex, Inc.",0.1340,53.2731,4044514,30183920,NMS,4.0640,3.6450
PTGX,"Protagonist Therapeutics, Inc.",0.1339,67.8891,3172220,23685545,NMS,21.8720,20.5960
YY,JOYY Inc.,0.1338,28.7394,7486374,55950695,NMS,84.6800,84.4200
RUN,Sunrun Inc.,0.1338,10.9864,19581917,146362158,NMS,75.7670,60.5020
SALT,Scorpio Bulkers Inc.,0.1338,271.0063,793877,5933406,NYQ,17.3120,14.8950
BCDA,"BioCardia, Inc.",0.1337,240.4450,894211,6687561,NCM,4.0110,2.7470
SNCR,"Synchronoss Technologies, Inc.",0.1336,44.5341,4825272,36106907,NMS,4.5010,3.6440
MGNI,"Magnite, Inc.",0.1336,15.0109,14308381,107121218,NMS,29.5140,13.0260
VRDN,"Viridian Therapeutics, Inc.",0.1333,1601.4624,133760,1003267,NMS,19.9940,18.3160
RES,"RPC, Inc.",0.1329,21.7455,9827684,73945809,NYQ,3.6750,3.1850
EGRX,"Eagle Pharmaceuticals, Inc.",0.1327,148.9865,1432663,10792857,NMS,48.1700,45.5860
SEAS,"SeaWorld Entertainment, Inc.",0.1326,31.7872,6707251,50586051,NYQ,30.4480,23.7820
SINA,SINA Corporation,0.1325,34.2120,6228695,47000723,NMS,42.4620,41.8530
VAPO,"Vapotherm, Inc.",0.1323,95.6956,2223061,16803185,NYQ,30.3130,31.0140
NAV,Navistar International Corporation,0.1322,32.4856,6544345,49498549,NYQ,44.0330,40.4450
CLNY,"Colony Capital, Inc.",0.1319,3.4263,61897110,469313986,NYQ,4.8360,3.4980
GLOG,GasLog Ltd.,0.1319,37.1169,5714476,43322327,NYQ,4.3030,3.2770
RLAY,"Relay Therapeutics, Inc.",0.1318,31.5203,6723794,51014420,NGM,46.9860,42.7760
BEEM,Beam Global,0.1318,273.4402,775084,5880592,NCM,58.7240,30.5290
EXPR,"Express, Inc.",0.1318,29.3467,7220623,54792960,NYQ,1.7720,1.1710
HJLI,"Hancock Jaffe Laboratories, Inc.",0.1316,918.8175,230353,1750065,NCM,8.9840,9.1960
CUE,"Cue Biopharma, Inc.",0.1315,73.1792,2888915,21973313,NMS,13.1720,15.4060
MDRX,"Allscripts Healthcare Solutions, Inc.",0.1314,10.3314,20449842,155640392,NMS,15.3520,11.2240
XAIR,"Beyond Air, Inc.",0.1313,121.3456,1740028,13251327,NMS,5.7850,5.6470
CHEK,Check-Cap Ltd.,0.1310,37.6714,5593061,42684658,NCM,1.1370,0.5800
SYNA,Synaptics Incorporated,0.1309,47.3856,4443267,33934193,NMS,96.1250,84.5590
KDNY,"Chinook Therapeutics, Inc.",0.1307,317.9648,661017,5057133,NMS,16.1940,13.5980
SNBR,Sleep Number Corporation,0.1307,59.9309,3505531,26830749,NMS,90.4270,64.0740
CRNC,Cerence Inc.,0.1306,43.6919,4805697,36802927,NMS,107.4830,69.9320
AFIB,"Acutus Medical, Inc.",0.1305,104.3621,2011375,15407795,NMS,29.1320,28.3750
APLT,"Applied Therapeutics, Inc.",0.1303,137.0887,1527779,11729558,NGM,22.1090,22.6470
ATOM,Atomera Incorporated,0.1301,87.6440,2386629,18346836,NMS,22.4580,13.0890
FOLD,"Amicus Therapeutics, Inc.",0.1300,7.6683,27249746,209692244,NGM,22.4530,18.2170
LE,"Lands' End, Inc.",0.1298,132.7727,1572020,12110847,NCM,23.8750,16.9170
EVFM,"Evofem Biosciences, Inc.",0.1298,20.0742,10395390,80102535,NMS,2.5210,2.6270
DMTK,"DermTech, Inc.",0.1295,133.9777,1554291,12001929,NMS,31.7390,16.4850
SGBX,"SG Blocks, Inc.",0.1295,240.0649,867738,6698150,NMS,6.1560,3.3130
IRWD,"Ironwood Pharmaceuticals, Inc.",0.1289,11.3462,18272635,141721167,NMS,11.3200,10.5400
IOVA,"Iovance Biotherapeutics, Inc.",0.1289,13.5108,15338598,119014768,NMS,47.9300,37.3440
IPOE,Social Capital Hedosophia Holdings Corp. V,0.1286,97.9266,2111750,16420367,NYQ,16.1130,14.9280
GLUU,Glu Mobile Inc.,0.1285,10.8482,19049412,148226188,NMS,9.3000,8.5040
ESTC,Elastic N.V.,0.1283,25.6276,8051291,62744463,NYQ,153.0830,118.0200
RNA,"Avidity Biosciences, Inc.",0.1282,64.9409,3174021,24760822,NGM,27.2540,28.7240
STNG,Scorpio Tankers Inc.,0.1281,39.9065,5161765,40293990,NYQ,12.1800,11.8320
SFM,"Sprouts Farmers Market, Inc.",0.1280,15.0457,13682749,106873566,NMS,20.7390,21.8520
HELE,Helen of Troy Limited,0.1279,66.4013,3096081,24216231,NMS,226.7340,206.6240
QTS,"QTS Realty Trust, Inc.",0.1277,25.1738,8154904,63875559,NYQ,61.5510,64.1950
MP,MP Materials Corp.,0.1276,37.5752,5459293,42793977,NYQ,30.1770,24.0610
CALM,"Cal-Maine Foods, Inc.",0.1273,38.1485,5366679,42150870,NMS,37.5730,39.7420
RDUS,"Radius Health, Inc.",0.1272,34.6211,5906615,46445448,NGM,19.8640,14.7170
VFF,"Village Farms International, Inc.",0.1269,28.1726,7240599,57076336,NMS,11.5780,7.4500
PLSE,"Pulse Biosciences, Inc.",0.1269,127.0631,1606337,12655058,NCM,25.6050,15.6450
RIGL,"Rigel Pharmaceuticals, Inc.",0.1268,9.5452,21359983,168460971,NMS,3.6080,2.8360
MREO,Mereo BioPharma Group plc,0.1266,30.9817,6571816,51901296,NMS,3.1660,2.7600
PZZA,"Papa John's International, Inc.",0.1265,51.6137,3941372,31154313,NMS,92.6020,88.0990
WMK,"Weis Markets, Inc.",0.1264,98.6535,2060499,16299381,NYQ,48.3160,48.5800
SLCA,"U.S. Silica Holdings, Inc.",0.1262,23.7145,8557578,67806214,NYQ,8.1010,4.7480
FIII,Forum Merger III Corporation,0.1262,322.7776,628925,4981729,NCM,13.0840,11.2190
AERI,"Aerie Pharmaceuticals, Inc.",0.1260,35.0926,5771375,45821383,NGM,14.6080,12.4860
RLGY,Realogy Holdings Corp.,0.1259,15.0058,13491867,107157806,NYQ,14.9610,11.6860
CPA,"Copa Holdings, S.A.",0.1258,51.0362,3963415,31506849,NYQ,77.7520,61.9880
KIRK,"Kirkland's, Inc.",0.1257,144.3231,1400980,11141604,NMS,20.5450,12.1950
GBX,"The Greenbrier Companies, Inc.",0.1256,50.5006,3998898,31840999,NYQ,36.3810,31.3400
PBI,Pitney Bowes Inc.,0.1254,9.4679,21305669,169835194,NYQ,6.9930,5.8730
GNMK,"GenMark Diagnostics, Inc.",0.1254,27.8919,7228293,57650777,NGM,14.6970,14.1810
JAGX,"Jaguar Health, Inc.",0.1254,25.4939,7911990,63073443,NMS,2.0220,0.7750
BLRX,BioLineRx Ltd.,0.1254,81.3462,2478938,19767237,NCM,2.6880,2.1440
EVH,"Evolent Health, Inc.",0.1254,23.6129,8537950,68098024,NYQ,16.7270,13.5170
HVT,"Haverty Furniture Companies, Inc.",0.1252,113.7963,1769830,14130426,NYQ,30.3940,24.1450
MDLY,Medley Management Inc.,0.1251,7317.0628,27484,219759,NYQ,8.7310,7.3870
SRAC,Stable Road Acquisition Corp.,0.1249,138.5166,1450488,11608648,NMS,18.8280,12.5900
CORT,Corcept Therapeutics Incorporated,0.1248,16.9924,11808730,94629819,NCM,27.1900,19.9110
PTE,"PolarityTE, Inc.",0.1248,55.9927,3584260,28717853,NMS,0.8650,1.0560
IIVI,II-VI Incorporated,0.1246,16.1895,12375483,99322747,NMS,82.0730,57.0680
EVLO,"Evelo Biosciences, Inc.",0.1245,80.4574,2487461,19985621,NMS,13.0470,6.7050
LIVX,"LiveXLive Media, Inc.",0.1244,35.8272,5581574,44881780,NMS,3.6360,2.8420
TCMD,"Tactile Systems Technology, Inc.",0.1241,85.5845,2330798,18788327,NMS,47.3990,40.0920
SGH,"SMART Global Holdings, Inc.",0.1238,101.5284,1960333,15837846,NMS,37.4300,29.8450
GRTS,"Gritstone Oncology, Inc.",0.1238,113.5948,1752633,14155490,NMS,9.3410,4.5560
JYNT,The Joint Corp.,0.1237,173.5807,1145613,9263646,NMS,28.0790,21.3540
MUR,Murphy Oil Corporation,0.1236,11.1213,17872417,144586994,NYQ,13.2540,11.6120
CLB,Core Laboratories N.V.,0.1236,36.4577,5449851,44105596,NYQ,30.4600,22.4000
ENSV,Enservco Corporation,0.1234,445.2407,445836,3611508,ASE,2.0800,2.2140
UUUU,Energy Fuels Inc.,0.1232,12.4865,15868381,128777906,ASE,3.9180,2.2990
QTWO,"Q2 Holdings, Inc.",0.1231,32.5571,6078349,49389852,NYQ,128.3050,105.4710
TBIO,"Translate Bio, Inc.",0.1230,31.3845,6301986,51235238,NMS,22.4880,17.3510
VCRA,"Vocera Communications, Inc.",0.1227,50.4102,3914888,31898112,NYQ,42.1330,33.2160
RESN,Resonant Inc.,0.1227,35.9336,5490508,44748972,NMS,4.1090,2.8230
DBI,Designer Brands Inc.,0.1227,26.5379,7437310,60592114,NYQ,8.6830,7.0110
AXSM,"Axsome Therapeutics, Inc.",0.1225,58.8217,3349445,27336702,NMS,78.4260,75.8950
XERS,"Xeris Pharmaceuticals, Inc.",0.1225,36.4520,5403945,44112584,NMS,5.2910,4.7650
AAWW,"Atlas Air Worldwide Holdings, Inc.",0.1221,62.8617,3122755,25579804,NMS,53.9690,57.0030
AMPE,"Ampio Pharmaceuticals, Inc.",0.1221,8.8124,22275303,182469782,ASE,1.6610,1.0600
CLDX,"Celldex Therapeutics, Inc.",0.1221,54.9221,3573521,29277650,NCM,18.1000,15.5610
ECPG,"Encore Capital Group, Inc.",0.1218,52.0593,3762566,30887679,NMS,34.9630,37.7770
EZPW,"EZCORP, Inc.",0.1217,35.1814,5564402,45705733,NMS,4.7670,5.1800
QTT,Qutoutiao Inc.,0.1217,18.1099,10801817,88790753,NMS,2.3430,2.5290
HTGM,"HTG Molecular Diagnostics, Inc.",0.1217,1330.6310,147012,1208442,NCM,5.8830,5.9640
ABG,"Asbury Automotive Group, Inc.",0.1215,94.6627,2064053,16986518,NYQ,151.5280,120.5820
GNUS,"Genius Brands International, Inc.",0.1214,6.8663,28430418,234187170,NMS,1.5810,1.4030
RETA,"Reata Pharmaceuticals, Inc.",0.1214,63.3384,3081552,25387298,NMS,118.9180,124.4990
HOG,"Harley-Davidson, Inc.",0.1213,10.6953,18238227,150344996,NYQ,38.6020,32.2840
SWBI,"Smith & Wesson Brands, Inc.",0.1213,32.4316,6014632,49581000,NMS,18.4260,17.4080
TGTX,"TG Therapeutics, Inc.",0.1205,15.4284,12557953,104222440,NMS,51.2630,31.9260
GEVO,"Gevo, Inc.",0.1205,14.3679,13489522,111915705,NMS,6.0160,2.2170
ALTR,Altair Engineering Inc.,0.1203,41.9458,4613091,38334956,NMS,58.9720,47.7300
LOOP,"Loop Industries, Inc.",0.1201,84.6762,2281018,18989882,NGM,9.0210,9.5840
REPL,"Replimune Group, Inc.",0.1201,64.2455,3005196,25028833,NMS,41.5220,34.2810
ATNX,"Athenex, Inc.",0.1199,25.9899,7418910,61869917,NMS,11.8010,12.0710
SAIL,"SailPoint Technologies Holdings, Inc.",0.1198,20.7079,9306345,77651059,NYQ,55.4460,43.8440
BIMI,BOQI International Medical Inc.,0.1195,223.8874,858313,7182138,NMS,1.8380,1.8690
AHPI,"Allied Healthcare Products, Inc.",0.1194,498.9622,384865,3222670,NMS,5.4990,6.3820
GAN,GAN Limited,0.1193,58.8387,3261389,27328780,NCM,20.9770,19.0220
NSPR,"InspireMD, Inc.",0.1192,47.0898,4069943,34147302,ASE,0.5160,0.4160
VRA,"Vera Bradley, Inc.",0.1192,76.6869,2498458,20968261,NMS,8.1210,6.8680
TDOC,"Teladoc Health, Inc.",0.1191,12.5758,15228342,127864077,NYQ,223.5060,211.3130
NYT,The New York Times Company,0.1191,10.4986,18244624,153162432,NYQ,49.9740,44.9840
